tconst	averageRating	numVotes
tt5933966	7.1	151
tt5934126	5.6	219
tt5934300	7.3	13
tt5934304	7.3	18
tt5934324	7.9	17
tt5934402	8.0	95
tt5934420	7.6	26
tt5934448	1.7	23
tt5934542	8.0	85
tt5934564	6.9	443
tt5934634	6.8	69
tt5934644	7.0	49
tt5934788	2.0	107
tt5934854	8.3	9
tt5934894	7.5	1433
tt5934922	6.2	5552
tt5935072	5.4	550
tt5935196	7.0	218
tt5935234	8.9	14
tt5935284	7.9	9
tt5935492	1.1	22
tt5935602	7.7	23
tt5935682	7.5	83
tt5935704	7.0	24588
tt5935758	2.0	5
tt5936356	7.9	13
tt5936370	2.8	44
tt5936438	6.0	44
tt5936462	4.3	49
tt5936484	5.5	26
tt5936492	5.7	2670
tt5936578	6.0	99
tt5936582	3.8	235
tt5936692	7.5	2823
tt5936766	5.8	5
tt5936866	6.1	2325
tt5937210	6.2	37
tt5937296	7.6	1709
tt5937348	6.6	8
tt5937382	9.4	17
tt5937542	6.9	17
tt5937642	7.2	12
tt5937770	5.0	3991
tt5937772	8.0	7
tt5937788	5.6	49
tt5937802	6.1	137
tt5937870	6.0	10
tt5937934	7.2	11
tt5937962	7.2	416
tt5937964	6.0	152
tt5938084	5.8	1368
tt5938190	5.6	14
tt5938196	7.7	17
tt5938234	6.1	68
tt5938238	6.5	75
tt5938418	7.5	36
tt5938508	6.8	6
tt5938812	7.4	13
tt5938816	6.6	172
tt5939018	4.1	21
tt5939172	8.0	7
tt5939404	7.7	7
tt5939408	6.9	7
tt5939596	4.9	11
tt5939770	6.3	270
tt5939924	4.4	77
tt5940256	7.1	37
tt5940300	6.4	18
tt5940342	4.1	548
tt5940370	7.6	26
tt5940384	7.1	67
tt5940448	6.1	949
tt5940488	8.0	8
tt5940638	5.5	188
tt5940866	6.2	16
tt5940882	5.2	261
tt5940892	4.9	10
tt5941004	3.8	60
tt5941132	8.9	8
tt5941352	6.9	72
tt5941398	8.1	26
tt5941780	7.5	17
tt5942108	8.0	5
tt5942864	6.4	2029
tt5943306	4.9	2373
tt5943392	8.1	248
tt5943466	7.1	12
tt5943606	7.6	268
tt5943642	7.7	11
tt5943652	6.9	53
tt5943690	7.1	135
tt5943708	6.3	210
tt5943878	3.3	18
tt5943940	2.9	65
tt5944422	6.4	13
tt5944812	4.3	1148
tt5945054	6.8	108
tt5945222	7.2	83
tt5945282	7.6	27
tt5945286	7.2	745
tt5945584	7.5	31
tt5945724	6.4	179
tt5945946	4.8	139
tt5946128	7.6	32831
tt5946552	4.6	282
tt5946668	3.8	469
tt5946852	7.3	5192
tt5946936	7.2	328
tt5946974	6.6	169
tt5947284	6.8	5
tt5947332	7.6	22
tt5947364	5.5	171
tt5947416	6.8	1139
tt5947582	6.0	122
tt5947702	8.6	29
tt5947980	6.8	12
tt5948190	6.1	342
tt5948916	7.7	705
tt5949038	4.5	1164
tt5949186	5.0	7
tt5949226	8.0	15
tt5950092	2.2	82
tt5950646	4.2	310
tt5950778	7.2	17
tt5951164	5.6	36
tt5951192	7.2	20
tt5951250	8.1	10
tt5951522	7.7	18
tt5951550	7.3	17
tt5951704	7.4	59
tt5951832	6.1	664
tt5951852	7.4	7
tt5952006	5.5	161
tt5952138	5.6	3403
tt5952238	5.8	448
tt5952266	7.9	2487
tt5952306	6.8	515
tt5952332	6.9	18053
tt5952382	7.2	2472
tt5952468	6.6	420
tt5952516	7.8	43
tt5952522	6.5	35
tt5952526	6.5	173
tt5952720	6.9	39
tt5953278	4.9	56
tt5953556	6.5	119
tt5953594	5.4	285
tt5953674	5.5	435
tt5953730	8.3	7
tt5953804	3.5	362
tt5953850	6.1	36
tt5953854	3.8	177
tt5954042	6.5	14
tt5954088	5.2	2396
tt5954284	6.3	503
tt5954304	5.4	330
tt5954338	6.0	70
tt5954458	9.0	7
tt5954462	8.1	880
tt5954852	6.1	22
tt5954892	5.7	364
tt5955112	6.8	12
tt5955162	6.4	32
tt5955792	7.7	54
tt5955834	4.6	23
tt5956006	6.5	813
tt5956078	7.3	10
tt5956100	6.0	19777
tt5956234	6.0	54
tt5956284	4.1	438
tt5956290	6.1	17
tt5956812	6.6	49
tt5957018	6.8	17
tt5957104	6.0	100
tt5957120	6.8	80
tt5957180	5.8	12
tt5957544	6.0	160
tt5957584	6.4	974
tt5957600	8.9	530
tt5957630	5.8	24
tt5957776	6.1	12
tt5958060	4.7	248
tt5958174	8.0	32
tt5958178	6.0	23
tt5958298	5.1	122
tt5958304	3.4	156
tt5958312	8.3	81
tt5958356	8.4	7
tt5958390	5.6	5
tt5958740	7.8	6
tt5958758	5.1	69
tt5959114	7.8	5
tt5959460	8.1	10
tt5959698	6.0	148
tt5959700	4.5	837
tt5959904	5.6	16
tt5959952	7.5	1003
tt5959970	4.9	15
tt5959980	8.6	7358
tt5959992	7.3	13
tt5960020	6.4	38
tt5960054	7.7	19
tt5960066	7.4	7
tt5960374	6.0	12159
tt5960386	4.3	329
tt5960464	7.1	1317
tt5961314	6.3	288
tt5961452	6.7	243
tt5961516	8.4	9
tt5961906	4.8	192
tt5961976	4.6	18
tt5962096	4.1	42
tt5962210	6.6	29287
tt5962986	6.1	35
tt5963066	3.0	330
tt5963132	7.1	57
tt5963218	9.1	6532
tt5963314	4.6	89
tt5963354	3.8	64
tt5963390	7.0	14
tt5963428	8.4	8
tt5963774	6.7	11
tt5963908	8.8	85
tt5964278	4.1	235
tt5964412	5.3	37
tt5964694	6.2	98
tt5965528	8.8	36
tt5966238	6.6	14
tt5966242	8.2	40
tt5966336	7.4	8
tt5966340	7.4	237
tt5966350	6.3	42
tt5966600	6.2	345
tt5966602	7.0	1336
tt5966604	6.2	26
tt5966750	6.6	590
tt5966990	7.2	586
tt5967014	7.5	8
tt5967066	5.5	24
tt5967130	8.5	117
tt5967812	7.3	6
tt5967922	7.5	32
tt5968008	7.3	42
tt5968156	3.2	268
tt5968274	6.6	9262
tt5968588	7.1	39
tt5968964	4.4	336
tt5969404	5.5	389
tt5969446	7.6	7
tt5969564	7.6	5
tt5969582	8.2	10
tt5969618	6.6	5
tt5969628	4.5	186
tt5969642	6.4	154
tt5969696	7.1	4832
tt5969710	7.4	5
tt5969714	4.3	130
tt5969772	7.8	10
tt5969846	5.3	702
tt5970010	7.7	6
tt5970252	7.6	14
tt5970290	7.1	101
tt5970470	7.1	8
tt5970588	8.9	83
tt5970646	7.2	39
tt5970756	8.2	22
tt5970844	4.0	16003
tt5970928	5.3	40
tt5970972	6.5	11
tt5971716	5.0	133
tt5971724	7.5	234
tt5971892	8.4	14
tt5972292	7.3	1135
tt5972412	7.2	6
tt5972780	5.3	348
tt5973024	7.9	13
tt5973032	6.4	1998
tt5973220	8.1	98
tt5973364	4.6	1376
tt5973370	7.6	17
tt5973508	5.8	75
tt5973626	6.8	4233
tt5973658	4.3	760
tt5973706	8.5	6
tt5974044	5.3	300
tt5974050	4.8	275
tt5974052	2.2	209
tt5974066	4.4	27
tt5974240	4.5	92
tt5974362	6.4	18
tt5974374	5.6	170
tt5974388	7.3	2150
tt5974402	6.9	540
tt5974422	6.7	131
tt5974454	6.7	49
tt5974460	6.5	610
tt5974472	8.1	12
tt5974592	7.9	32
tt5974624	6.8	186
tt5974780	4.5	289
tt5974944	8.6	10
tt5975068	6.7	39
tt5975242	7.3	137
tt5975248	6.9	25
tt5975250	6.8	6
tt5975354	5.1	907
tt5975494	6.9	24
tt5976166	5.5	48
tt5976178	4.3	562
tt5976196	7.0	72
tt5976860	7.4	65
tt5977294	9.3	25
tt5977536	6.6	123
tt5978000	6.7	9
tt5978194	6.8	292
tt5978478	7.2	11
tt5978724	6.3	1439
tt5978754	5.9	43
tt5978766	5.0	6
tt5978822	6.0	410
tt5979312	6.0	477
tt5979406	5.2	151
tt5979778	7.1	18
tt5979784	8.2	12
tt5979872	6.4	9042
tt5979874	6.0	6772
tt5979920	8.0	538
tt5980022	8.9	10
tt5980170	5.9	21
tt5980232	5.6	1035
tt5980242	4.8	101
tt5980412	7.8	17
tt5980496	7.5	20
tt5980638	7.8	2425
tt5980746	4.0	101
tt5980788	6.6	84
tt5980798	6.4	796
tt5980818	3.2	11
tt5981284	4.6	31
tt5981304	6.5	670
tt5981366	8.5	32
tt5981616	5.3	93
tt5981656	7.2	38
tt5981732	9.3	35
tt5981936	7.0	7
tt5981944	5.0	430
tt5982216	4.7	6
tt5982852	7.2	19745
tt5982964	7.6	110
tt5983262	8.3	1135
tt5983362	5.6	31
tt5983404	3.4	10
tt5983406	7.5	224
tt5984026	6.5	49
tt5984630	8.4	7
tt5984662	6.9	36
tt5984694	6.7	90
tt5984724	6.8	6
tt5984856	6.1	20
tt5985026	7.9	18
tt5985052	5.3	700
tt5985140	5.9	73
tt5985288	7.1	4586
tt5985672	5.6	129
tt5985820	5.7	394
tt5985952	6.9	50
tt5986010	3.8	9
tt5986050	7.2	14
tt5986204	8.1	7
tt5986246	6.4	368
tt5986738	6.4	141
tt5986804	8.8	5
tt5987042	3.7	216
tt5987374	5.4	90
tt5987402	6.6	3695
tt5987710	7.7	6
tt5987992	6.7	226
tt5988012	4.8	48
tt5988204	5.8	58
tt5988216	6.6	797
tt5988222	7.0	39
tt5988370	1.4	71992
tt5988462	6.0	9
tt5988500	5.1	11
tt5988680	5.2	48
tt5988898	6.1	174
tt5988966	2.5	598
tt5989056	4.6	108
tt5989218	6.7	11583
tt5989220	6.4	1468
tt5989304	6.8	14
tt5989336	3.1	167
tt5989394	7.1	990
tt5989408	9.0	5
tt5989606	3.5	122
tt5989702	7.4	7
tt5989708	3.0	77
tt5990066	5.5	3122
tt5990078	8.5	12
tt5990270	7.7	49
tt5990342	6.5	5391
tt5990474	7.2	11697
tt5990860	6.8	23
tt5990866	7.1	9
tt5990926	6.8	127
tt5990956	4.9	297
tt5991138	6.9	188
tt5991206	6.5	1088
tt5991264	6.8	21
tt5991290	7.6	15
tt5991410	5.3	1337
tt5991500	7.8	12
tt5991948	5.4	766
tt5991954	6.6	199
tt5991974	7.0	453
tt5992114	3.4	176
tt5992118	8.1	21
tt5992138	5.3	175
tt5992200	7.2	22
tt5992202	6.8	125
tt5992368	8.8	5
tt5992750	8.2	14
tt5993068	6.0	46
tt5993224	7.7	55
tt5993456	4.6	317
tt5993468	2.5	41
tt5993604	8.4	25
tt5993748	6.1	150
tt5993854	6.8	5
tt5994086	5.3	17
tt5994166	5.5	2580
tt5994468	9.0	46
tt5994486	4.8	32
tt5994790	4.5	37
tt5994822	5.2	18
tt5994834	4.0	109
tt5994866	7.8	9
tt5994868	8.8	8
tt5994870	4.7	6
tt5994872	6.7	19
tt5994874	5.2	13
tt5994894	3.0	425
tt5995012	7.0	5
tt5995448	4.3	50
tt5995602	5.8	20
tt5996202	7.3	2255
tt5996244	7.8	32
tt5996442	6.1	244
tt5996652	3.1	17
tt5996682	5.0	262
tt5996718	7.5	33
tt5996836	7.4	6737
tt5997666	5.3	17327
tt5997682	5.6	160
tt5997866	8.2	19
tt5997878	8.1	67
tt5997928	7.1	1493
tt5998016	5.1	54
tt5998104	7.1	1373
tt5998218	5.7	470
tt5998246	3.8	9
tt5998266	7.2	33
tt5998744	5.1	508
tt5999174	5.3	605
tt5999382	5.6	880
tt5999530	6.0	1268
tt5999588	5.7	143
tt5999770	7.1	469
tt6000140	5.7	178
tt6000292	6.0	25
tt6000478	6.4	25385
tt6000564	6.5	27
tt6000744	6.2	271
tt6000786	7.6	13
tt6001452	6.1	71
tt6001632	6.4	10
tt6001712	6.1	43
tt6001856	5.9	9
tt6001878	6.4	70
tt6001910	4.9	28
tt6001942	4.7	101
tt6002024	6.0	8
tt6002058	7.3	69
tt6002232	7.5	6687
tt6002238	7.6	82
tt6002522	7.2	402
tt6003368	4.4	5969
tt6003528	7.6	7
tt6003552	8.3	13
tt6003734	5.5	27
tt6003752	7.3	7
tt6003902	7.5	8
tt6004132	8.8	6
tt6004376	6.2	6
tt6004388	6.1	7
tt6004848	7.5	506
tt6005206	3.7	544
tt6005298	7.2	44
tt6005632	6.2	44
tt6005670	5.9	21
tt6006456	6.4	32
tt6006534	8.2	19
tt6006538	5.8	76
tt6006666	7.1	458
tt6006672	7.7	6
tt6006696	6.8	80
tt6006924	4.6	157
tt6007046	5.4	8
tt6007076	7.6	12
tt6007398	5.8	253
tt6007538	7.8	5
tt6007614	5.6	69
tt6007628	5.6	53
tt6008602	6.1	10
tt6009102	7.1	115
tt6009104	6.2	2023
tt6009140	6.2	2549
tt6010020	5.4	263
tt6010140	1.0	201
tt6010216	4.7	43
tt6010240	8.0	508
tt6010518	4.6	975
tt6010530	8.2	17
tt6010610	6.4	5
tt6010628	6.1	6097
tt6010630	6.0	1163
tt6010806	4.5	18
tt6010828	6.6	266
tt6010936	3.0	27
tt6011096	4.8	5
tt6011120	5.8	5
tt6011302	4.0	8
tt6011306	6.9	14
tt6011310	7.5	46
tt6011390	7.8	12
tt6011454	6.1	32
tt6011458	7.3	19
tt6011480	5.4	406
tt6011562	7.5	8
tt6011884	3.7	280
tt6012076	3.0	17
tt6012244	5.0	1758
tt6012410	6.3	167
tt6012684	5.4	98
tt6012742	3.7	153
tt6012750	4.0	25
tt6012754	6.2	63
tt6012792	5.6	283
tt6012822	6.5	84
tt6013154	6.9	256
tt6013156	4.6	1557
tt6013182	4.5	84
tt6013186	3.8	145
tt6013892	5.4	38
tt6013898	7.4	7
tt6013920	7.6	218
tt6014166	5.4	95
tt6014370	6.5	69
tt6014396	9.5	61
tt6014408	6.5	41
tt6014430	5.8	6
tt6014434	4.6	194
tt6014442	4.9	14
tt6014472	4.5	1875
tt6014474	5.9	11
tt6014556	6.7	48
tt6014796	8.0	19
tt6014904	5.0	2052
tt6015302	7.4	21
tt6015326	7.4	12
tt6015328	6.8	3087
tt6015410	7.1	18
tt6015498	6.5	133
tt6015706	3.0	992
tt6015822	5.4	42
tt6016012	6.6	458
tt6016064	7.6	10
tt6016458	8.6	5
tt6016672	5.2	83
tt6016710	6.3	543
tt6017184	7.0	47
tt6017312	5.6	143
tt6017326	5.2	13
tt6017356	8.1	7
tt6017364	6.5	93
tt6017404	7.0	5
tt6017536	8.4	43
tt6017594	4.1	1459
tt6017752	6.5	21
tt6017840	7.6	11
tt6017942	5.8	10951
tt6018006	1.0	20
tt6018036	6.3	251
tt6018306	6.9	19969
tt6018642	6.7	209
tt6019068	7.3	27
tt6019688	6.7	18
tt6019978	6.2	16
tt6020008	7.6	5
tt6020094	6.0	56
tt6020104	6.2	389
tt6020176	4.9	29
tt6020248	6.4	37
tt6020428	6.3	1574
tt6020456	6.6	7
tt6020486	7.7	397
tt6020564	8.2	5
tt6021272	8.5	15
tt6021308	8.1	8
tt6021386	5.5	12
tt6021478	6.1	2296
tt6021632	6.9	14
tt6021694	4.2	71
tt6021856	4.5	11
tt6021860	4.5	141
tt6021894	7.8	45
tt6021902	1.0	201
tt6022174	2.2	148
tt6022564	2.9	11
tt6022872	5.4	7
tt6022946	5.1	149
tt6023004	8.5	6
tt6023118	8.7	1233
tt6023386	4.3	980
tt6023388	3.2	8
tt6023560	8.4	117
tt6023632	8.4	5
tt6023790	5.1	301
tt6023800	5.0	189
tt6024062	5.5	44
tt6024364	5.7	216
tt6024646	7.3	46
tt6024768	6.5	395
tt6024800	6.9	9
tt6025212	7.1	22
tt6025224	5.2	189
tt6025356	5.9	50
tt6025626	5.4	15
tt6025806	6.5	632
tt6026008	6.8	396
tt6026014	4.0	225
tt6026640	5.7	22
tt6026818	7.8	543
tt6026954	7.2	5
tt6026968	5.0	7
tt6027102	5.6	37
tt6027174	5.3	6
tt6027344	5.9	248
tt6027448	7.1	43
tt6027478	7.9	4882
tt6027728	9.0	6
tt6027782	5.7	237
tt6028234	1.1	76
tt6028328	5.0	8
tt6028412	7.0	125
tt6028446	7.8	95
tt6028556	7.5	12
tt6028638	6.6	43
tt6028796	7.3	281
tt6028864	7.9	23
tt6029106	5.2	224
tt6029122	6.9	1549
tt6029146	5.9	49
tt6029192	4.2	92
tt6029216	1.9	117
tt6029350	6.5	98
tt6029366	4.2	99
tt6029714	7.2	208
tt6029724	6.5	45
tt6029746	2.8	20
tt6029778	7.8	612
tt6029796	5.1	70
tt6029882	4.4	7
tt6030996	4.7	18
tt6031104	5.0	61
tt6031674	9.0	13
tt6032100	6.8	6
tt6032170	5.8	1493
tt6032290	8.8	8
tt6032376	7.0	98
tt6032566	5.8	58
tt6032670	7.3	9
tt6032718	5.1	67
tt6032834	4.5	119
tt6032878	5.5	298
tt6033008	6.2	13
tt6033150	5.6	414
tt6033536	5.2	276
tt6034002	8.0	46
tt6034028	6.3	65
tt6034076	6.5	13
tt6034164	4.6	340
tt6034454	5.9	66
tt6034550	7.1	376
tt6034718	9.3	7
tt6034940	6.8	1077
tt6034966	6.5	226
tt6035294	7.1	1650
tt6035470	7.1	344
tt6035564	7.7	31
tt6035592	6.5	6
tt6036204	6.7	6
tt6036428	3.5	11
tt6036786	8.5	13
tt6037020	9.6	5
tt6037080	7.8	11
tt6037220	5.2	5
tt6037254	8.1	7
tt6037266	8.4	5
tt6037540	3.9	23
tt6037626	3.1	29
tt6037818	5.9	47
tt6037866	7.2	39
tt6038114	4.8	76
tt6038168	6.9	189
tt6038410	3.1	9
tt6038600	1.4	7432
tt6038606	6.4	29
tt6039116	8.5	15
tt6039284	7.3	2763
tt6039294	5.8	178
tt6039316	8.0	24
tt6039372	5.8	686
tt6039376	6.3	6
tt6039442	7.0	86
tt6039512	7.3	97
tt6039532	6.8	922
tt6039606	5.4	9
tt6039702	8.8	20
tt6039710	7.9	7
tt6039720	7.6	13
tt6039790	8.7	10
tt6039872	7.8	121
tt6040012	6.9	7324
tt6040662	6.7	8652
tt6040788	7.3	9
tt6040806	6.8	739
tt6041030	7.3	1192
tt6041174	7.7	310
tt6041308	7.1	8
tt6041312	5.8	264
tt6041330	7.4	38
tt6041332	8.9	8
tt6041344	7.7	184
tt6041362	5.5	562
tt6041458	5.4	658
tt6041746	6.9	8
tt6042062	7.4	153
tt6042392	5.4	369
tt6042446	4.0	1918
tt6042588	7.6	29
tt6042648	8.9	40
tt6042756	3.7	10
tt6042794	6.0	37
tt6042860	6.5	360
tt6043054	5.4	36
tt6043072	5.2	923
tt6043124	5.0	14
tt6043142	7.4	11935
tt6043298	5.4	41
tt6043842	5.1	14
tt6043942	6.1	403
tt6044156	4.9	326
tt6044414	7.1	274
tt6044548	6.2	48
tt6044614	6.3	23
tt6044910	6.6	3564
tt6045004	8.0	21
tt6045466	6.1	5194
tt6045540	6.9	75
tt6045676	7.5	10
tt6045752	6.8	125
tt6045798	6.8	373
tt6045852	6.9	105
tt6045964	9.1	17
tt6046212	5.7	1035
tt6046314	5.4	2206
tt6046754	6.3	400
tt6046994	4.0	135
tt6047030	7.2	886
tt6047120	7.5	701
tt6047280	6.4	76
tt6047298	6.0	2946
tt6047388	7.6	97
tt6047468	3.0	10
tt6047482	6.4	233
tt6047658	7.2	6
tt6047844	2.0	219
tt6047852	5.7	278
tt6047906	8.0	674
tt6047974	7.3	353
tt6048244	7.0	10
tt6048414	5.5	224
tt6048582	7.0	570
tt6048658	7.7	23
tt6048706	3.0	108
tt6048828	4.7	291
tt6048858	5.4	31
tt6048930	5.4	15212
tt6048936	5.4	126
tt6050292	8.8	460
tt6050396	5.6	133
tt6050658	5.5	6
tt6050668	5.6	86
tt6051042	7.4	39
tt6051052	7.5	99
tt6051096	6.5	5079
tt6051292	5.8	6
tt6051312	7.5	12
tt6051328	6.2	35
tt6051402	6.7	10
tt6051424	3.5	141
tt6051468	9.0	29
tt6051554	6.7	892
tt6052060	6.7	19
tt6052236	7.7	6
tt6052328	3.3	6
tt6052748	7.3	48
tt6052982	8.1	47
tt6053438	7.1	37493
tt6053440	6.7	2340
tt6053472	3.7	1558
tt6053938	6.0	2025
tt6053948	6.9	2220
tt6054058	6.1	2985
tt6054290	7.4	1695
tt6054510	8.1	12
tt6054650	5.7	862
tt6054710	5.2	261
tt6054758	8.5	3613
tt6054874	6.2	2293
tt6054910	6.7	53
tt6055012	8.3	7
tt6055082	3.9	1002
tt6055122	8.5	6
tt6055450	1.9	249
tt6055538	6.8	29
tt6055718	7.2	14
tt6055754	5.3	50
tt6055958	7.3	24
tt6056072	6.9	21
tt6056530	6.1	114
tt6056644	6.5	634
tt6056888	6.1	21
tt6057032	7.0	1966
tt6057200	3.2	57
tt6057204	7.4	15
tt6057322	8.0	50
tt6057514	7.5	11
tt6057574	7.0	23
tt6057694	4.1	27
tt6058084	7.1	107
tt6058136	4.5	246
tt6058226	9.2	2622
tt6058394	6.5	1135
tt6058448	9.1	29
tt6058554	6.4	7
tt6059074	6.7	2432
tt6059142	7.2	74
tt6059268	5.9	20
tt6059352	3.6	31
tt6059394	7.1	8
tt6059432	5.6	10
tt6059570	8.3	75
tt6059712	7.9	15
tt6060002	8.6	10
tt6060144	5.6	12
tt6060156	6.7	8302
tt6060208	6.9	70
tt6060558	7.1	9
tt6060600	6.0	7
tt6060874	6.0	15
tt6060960	6.7	293
tt6061074	6.3	1656
tt6061364	9.2	152
tt6061558	7.3	174
tt6062422	7.7	6
tt6063014	6.0	330
tt6063024	5.7	350
tt6063050	5.8	6853
tt6063648	4.6	72
tt6063682	8.4	5
tt6063866	5.0	156
tt6064118	7.5	10
tt6064228	6.4	19
tt6064378	6.4	164
tt6064520	4.3	159
tt6064652	4.5	15
tt6064698	6.4	10
tt6064848	8.6	18
tt6065046	5.0	31
tt6065246	3.0	141
tt6065284	7.7	282
tt6065846	8.2	8
tt6065900	6.9	8
tt6065974	5.3	13
tt6066012	6.2	51
tt6066078	7.3	30
tt6066170	7.9	55
tt6066172	1.5	12
tt6066280	4.7	216
tt6066490	6.4	7
tt6066518	8.6	5
tt6066538	6.9	149
tt6066696	6.6	14
tt6066724	8.4	9
tt6066948	6.9	45
tt6066958	5.3	20
tt6067104	6.4	97
tt6067116	6.0	21
tt6067122	6.4	25
tt6067388	7.6	21
tt6067404	5.1	25
tt6067428	6.5	62
tt6067432	2.8	74
tt6067462	6.8	553
tt6067750	6.9	58
tt6067790	7.2	16
tt6067832	8.1	1215
tt6068242	4.8	5
tt6068406	2.8	143
tt6068554	2.5	339
tt6068746	6.6	44
tt6068788	7.2	44
tt6068960	7.6	3912
tt6068978	6.2	1934
tt6069058	6.1	33
tt6069126	5.9	1506
tt6069162	4.3	976
tt6069264	5.0	1558
tt6069336	3.8	33
tt6069422	6.3	33
tt6069442	5.5	270
tt6069520	4.6	97
tt6069620	8.0	195
tt6069668	6.4	471
tt6069684	7.6	9
tt6069880	6.8	35
tt6070344	6.1	75
tt6070466	7.7	25
tt6070530	4.2	360
tt6070832	6.2	84
tt6071040	4.8	82
tt6071084	4.8	305
tt6071092	6.8	23
tt6071168	6.8	49
tt6071314	7.8	5
tt6071534	6.7	2813
tt6071568	6.9	14
tt6071620	3.0	8
tt6071752	4.0	290
tt6071754	7.8	47
tt6071862	9.2	8
tt6072388	7.2	18
tt6072400	5.8	8
tt6072502	3.8	444
tt6072604	7.4	80
tt6072662	5.5	112
tt6073558	5.9	22
tt6073576	6.9	14
tt6073760	7.3	122
tt6073768	6.1	16
tt6073960	6.0	46
tt6074024	4.5	367
tt6074090	5.7	6
tt6074202	5.4	353
tt6074358	8.1	910
tt6074478	5.8	26
tt6074486	3.4	143
tt6074820	6.5	135
tt6074834	9.0	503
tt6074938	5.4	16
tt6075366	4.6	256
tt6075688	3.0	60
tt6075734	6.4	105
tt6075750	2.3	10
tt6075764	5.8	192
tt6075920	6.6	14
tt6075942	8.2	10
tt6075948	5.6	39
tt6076004	5.4	68
tt6076170	8.6	55
tt6076226	5.6	1099
tt6076366	8.2	1724
tt6076468	9.2	33
tt6076810	9.0	72
tt6077094	3.2	6
tt6077176	6.7	60
tt6077244	4.7	14
tt6077540	3.1	85
tt6077620	8.2	5
tt6077910	8.6	11
tt6077926	6.2	6
tt6078194	8.4	72
tt6078288	6.8	5
tt6078296	7.3	7
tt6078304	6.4	42
tt6078458	6.2	26
tt6078532	6.0	959
tt6078626	7.7	199
tt6078840	7.2	1511
tt6078842	6.9	384
tt6078866	7.2	1604
tt6079160	6.1	220
tt6079186	6.6	142
tt6079330	7.6	40
tt6079360	6.6	335
tt6079382	7.8	37
tt6079406	6.8	6
tt6079652	5.3	6
tt6079702	4.7	387
tt6079832	7.1	149
tt6079976	7.0	62
tt6080004	4.8	13
tt6080158	6.1	171
tt6080232	8.0	14
tt6080382	4.9	24
tt6080428	6.7	35
tt6080460	7.2	9
tt6080504	8.5	76
tt6080746	8.4	341
tt6080914	5.3	654
tt6081328	7.0	10
tt6081412	7.1	40
tt6081436	8.2	5
tt6081590	8.1	10
tt6081620	6.7	11
tt6081632	5.6	860
tt6081670	5.5	2789
tt6081894	5.7	9
tt6082080	8.0	23
tt6082156	6.9	7
tt6082222	5.2	1048
tt6082296	8.8	10
tt6082328	6.5	6
tt6082386	2.8	10
tt6082608	7.3	46
tt6082610	8.9	30
tt6082614	5.7	628
tt6082630	6.3	314
tt6082646	7.4	19
tt6082738	8.2	26
tt6082798	6.1	10
tt6082818	5.2	250
tt6082974	5.1	16
tt6083088	8.3	31
tt6083146	6.6	42
tt6083230	7.0	1136
tt6083344	8.5	78
tt6083388	6.4	1786
tt6083534	6.4	314
tt6083648	4.5	4409
tt6083652	8.4	5
tt6083734	5.7	7
tt6084014	5.4	9
tt6084030	7.0	33
tt6084338	8.0	7
tt6084472	6.3	456
tt6084604	3.7	24
tt6084676	5.8	174
tt6084816	3.4	12
tt6084880	5.7	10
tt6085026	4.3	9
tt6085152	7.2	64
tt6085308	5.7	352
tt6085362	5.8	180
tt6085412	2.8	220
tt6085482	6.7	399
tt6085642	5.3	142
tt6085676	8.0	14
tt6085872	6.1	848
tt6085902	6.7	11
tt6085922	7.8	46
tt6085926	7.8	139
tt6085984	8.0	21
tt6086080	4.1	1092
tt6086094	7.0	29
tt6086218	6.5	10
tt6086432	6.4	10
tt6086442	6.4	69
tt6086548	8.5	8
tt6086614	6.8	298
tt6086714	4.2	99
tt6086718	2.8	109
tt6086876	4.9	43
tt6087056	6.9	13
tt6087058	5.2	172
tt6087086	6.6	225
tt6087270	7.3	6
tt6087426	5.4	2975
tt6087562	6.4	305
tt6087632	8.0	33
tt6087658	7.2	6
tt6087662	5.5	55
tt6087964	8.0	255
tt6088016	5.4	132
tt6088264	6.4	5
tt6088298	6.2	6
tt6088370	6.6	66
tt6088456	6.3	170
tt6088484	5.4	29
tt6088634	6.1	156
tt6088732	9.4	7
tt6089358	3.8	668
tt6089458	4.9	166
tt6089576	7.7	32
tt6089594	7.9	12
tt6089642	4.5	6
tt6089644	8.3	29
tt6089650	7.5	6
tt6089656	4.2	6
tt6089670	8.6	10
tt6089682	7.4	18
tt6089688	4.7	6
tt6089700	3.6	1906
tt6090044	2.2	1506
tt6090088	7.4	8
tt6090188	7.6	7
tt6090190	7.0	75
tt6090242	6.2	29
tt6090264	7.7	377
tt6090268	6.5	369
tt6090588	6.3	151
tt6090642	7.8	8
tt6090670	8.6	5
tt6090764	5.9	55
tt6090826	4.8	6
tt6090828	4.7	6
tt6091028	7.0	29
tt6091122	8.2	52
tt6091332	5.8	33
tt6091368	5.8	52
tt6091450	8.3	17
tt6091462	6.3	127
tt6091496	8.4	13
tt6091790	5.1	14
tt6091936	6.4	581
tt6092354	6.5	31
tt6092638	7.0	18
tt6092826	5.7	40
tt6092924	5.1	30
tt6093162	8.3	51
tt6093350	3.1	32
tt6093428	6.5	54
tt6093580	8.8	6
tt6093618	6.8	1364
tt6093904	8.9	8
tt6094760	6.3	565
tt6094934	9.2	48
tt6094944	6.9	216
tt6094970	7.4	81
tt6094986	4.2	16
tt6094992	5.2	191
tt6095000	6.2	13
