id,name,height,weight,color,shape,is baby,type 1,type 2,hp,attack,defense,speed
736,grubbin,0.4,4.4,gray,armor,False,Bug,,47,62,45,46
737,charjabug,0.5,10.5,green,squiggle,False,Bug,Electric,57,82,95,36
738,vikavolt,1.5,45.0,blue,armor,False,Bug,Electric,77,70,90,43
739,crabrawler,0.6,7.0,purple,armor,False,Fighting,,47,82,57,63
740,crabominable,1.7,180.0,white,armor,False,Fighting,Ice,97,132,77,43
741,oricorio,0.6,3.4,red,wings,False,Fire,Flying,75,70,70,93
742,cutiefly,0.1,0.2,yellow,armor,False,Bug,Fairy,40,45,40,84
743,ribombee,0.2,0.5,yellow,bug-wings,False,Bug,Fairy,60,55,60,124
744,rockruff,0.5,9.2,brown,quadruped,False,Rock,,45,65,40,60
745,lycanroc,0.8,25.0,brown,quadruped,False,Rock,,75,115,65,112
746,wishiwashi,0.2,0.3,blue,fish,False,Water,,45,20,20,40
747,mareanie,0.4,8.0,blue,blob,False,Poison,Water,50,53,62,45
748,toxapex,0.7,14.5,blue,tentacles,False,Poison,Water,50,63,152,35
749,mudbray,1.0,110.0,brown,quadruped,False,Ground,,70,100,70,45
750,mudsdale,2.5,920.0,brown,quadruped,False,Ground,,100,125,100,35
751,dewpider,0.3,4.0,green,legs,False,Water,Bug,38,40,52,27
752,araquanid,1.8,82.0,green,armor,False,Water,Bug,68,70,92,42
753,fomantis,0.3,1.5,pink,upright,False,Grass,,40,55,35,35
754,lurantis,0.9,18.5,pink,humanoid,False,Grass,,70,105,90,45
755,morelull,0.2,1.5,purple,blob,False,Grass,Fairy,40,35,55,15
756,shiinotic,1.0,11.5,purple,humanoid,False,Grass,Fairy,60,45,80,30
757,salandit,0.6,4.8,black,quadruped,False,Poison,Fire,48,44,40,77
758,salazzle,1.2,22.2,black,quadruped,False,Poison,Fire,68,64,60,117
759,stufful,0.5,6.8,pink,quadruped,False,Normal,Fighting,70,75,50,50
760,bewear,2.1,135.0,pink,upright,False,Normal,Fighting,120,125,80,60
761,bounsweet,0.3,3.2,purple,legs,False,Grass,,42,30,38,32
762,steenee,0.7,8.2,purple,humanoid,False,Grass,,52,40,48,62
763,tsareena,1.2,21.4,purple,humanoid,False,Grass,,72,120,98,72
764,comfey,0.1,0.3,green,ball,False,Fairy,,51,52,90,100
765,oranguru,1.5,76.0,white,humanoid,False,Normal,Psychic,90,60,80,60
766,passimian,2.0,82.8,white,upright,False,Fighting,,100,120,90,80
767,wimpod,0.5,12.0,gray,tentacles,False,Bug,Water,25,35,40,80
768,golisopod,2.0,108.0,gray,humanoid,False,Bug,Water,75,125,140,40
769,sandygast,0.5,70.0,brown,squiggle,False,Ghost,Ground,55,55,80,15
770,palossand,1.3,250.0,brown,squiggle,False,Ghost,Ground,85,75,110,35
771,pyukumuku,0.3,1.2,black,squiggle,False,Water,,55,60,130,5
772,type-null,1.9,120.5,gray,quadruped,False,Normal,,95,95,95,59
773,silvally,2.3,100.5,gray,quadruped,False,Normal,,95,95,95,95
774,minior,0.3,40.0,brown,ball,False,Rock,Flying,60,60,100,60
775,komala,0.4,19.9,blue,humanoid,False,Normal,,65,115,65,65
776,turtonator,2.0,212.0,red,upright,False,Fire,Dragon,60,78,135,36
777,togedemaru,0.3,3.3,gray,upright,False,Electric,Steel,65,98,63,96
778,mimikyu,0.2,0.7,yellow,squiggle,False,Ghost,Fairy,55,90,80,96
779,bruxish,0.9,19.0,pink,fish,False,Water,Psychic,68,105,70,92
780,drampa,3.0,185.0,white,squiggle,False,Normal,Dragon,78,60,85,36
781,dhelmise,3.9,210.0,green,blob,False,Ghost,Grass,70,131,100,40
782,jangmo-o,0.6,29.7,gray,quadruped,False,Dragon,,45,55,65,45
783,hakamo-o,1.2,47.0,gray,upright,False,Dragon,Fighting,55,75,90,65
784,kommo-o,1.6,78.2,gray,upright,False,Dragon,Fighting,75,110,125,85
785,tapu-koko,1.8,20.5,yellow,arms,False,Electric,Fairy,70,115,85,130
786,tapu-lele,1.2,18.6,pink,arms,False,Psychic,Fairy,70,85,75,95
787,tapu-bulu,1.9,45.5,red,arms,False,Grass,Fairy,70,130,115,75
788,tapu-fini,1.3,21.2,purple,arms,False,Water,Fairy,70,75,115,85
789,cosmog,0.2,0.1,blue,ball,False,Psychic,,43,29,31,37
790,cosmoem,0.1,999.9,blue,ball,False,Psychic,,43,29,131,37
791,solgaleo,3.4,230.0,white,quadruped,False,Psychic,Steel,137,137,107,97
792,lunala,4.0,120.0,purple,wings,False,Psychic,Ghost,137,113,89,97
793,nihilego,1.2,55.5,white,tentacles,False,Rock,Poison,109,53,47,103
794,buzzwole,2.4,333.6,red,tentacles,False,Bug,Fighting,107,139,139,79
795,pheromosa,1.8,25.0,white,humanoid,False,Bug,Fighting,71,137,37,151
796,xurkitree,3.8,100.0,black,upright,False,Electric,,83,89,71,83
797,celesteela,9.2,999.9,green,humanoid,False,Steel,Flying,97,101,103,61
798,kartana,0.3,0.1,white,humanoid,False,Grass,Steel,59,181,131,109
799,guzzlord,5.5,888.0,black,upright,False,Dark,Dragon,223,101,53,43
800,necrozma,2.4,230.0,black,arms,False,Psychic,,97,107,101,79
801,magearna,1.0,80.5,gray,humanoid,False,Steel,Fairy,80,95,115,65
802,marshadow,0.7,22.2,gray,humanoid,False,Fighting,Ghost,90,125,80,125
803,poipole,0.6,1.8,purple,upright,False,Poison,,67,73,67,73
804,naganadel,3.6,150.0,purple,wings,False,Poison,Dragon,73,73,73,121
805,stakataka,5.5,820.0,gray,quadruped,False,Rock,Steel,61,131,211,13
806,blacephalon,1.8,13.0,white,humanoid,False,Fire,Ghost,53,127,53,107
807,zeraora,1.5,44.5,yellow,humanoid,False,Electric,,88,112,75,143
